sentence	label
Wind 3.6 km/h NE. Barometer 1037.6 hPa, Rising slowly. Temperature 12.1 °C. Rain today 0.0 mm. Humidity 87%	0
"I'm still fucking giggling over ""Thievin Stealberg"""	0
@Harry_Styles you give the sun a reason to shine, you're so beautiful, loving, generous and kind. I love you! Mind following me? ♡ 132.458	0
Edgar really is one of biggest influencers. I have a giant book of all his writings that I was given to as a birthday gift from my ex.	0
I'm so upset. Freelance journalists, writers you really need to escape the comfort zone of lazy writing.	0
RT @hoe4ross: courtney was an evil ass selfish bitch even after hearing the tapes all she cared about was herself #13reasonswhy	1
"I agree. Some folks here just wanna be mean. The ""Russia's calling"" was funny though https://t.co/kzDYawKlsV"	0
[@SubservientSin] +the doors open and the waiters enter with platters of shrimp, mini sandwiches, and a few other tasty snacks. Smiling at+	0
Houston considers ordinance to criminalize sleeping in tents, boxes: https://t.co/uSqctXRjlV #HouNews	0
I've entered to #Win a £50 Spa Voucher from KalliKids. Enter here for your chance to win: https://t.co/HUqEA3YPBc	0
Favstar_Bot: BigRadMachine 10 ❤️s! Your tweet has been liked by 10 people. https://t.co/OM9tfhKwLC https://t.co/Nkjvef5yHQ	0
RT @IHWCo: 10 Horrific Facts about Saudi Arabia. All of my sources used are in the description box. Suck my dick Saudi Men. https://t.co/kf…	1
This is a job we did for CNH Industrial, they wanted their tow motor paths coated with a durable… https://t.co/MENJGpacQL	0
Amazing how #labor &amp; #liberals point the finger at the independents for their failures for not getting on with the job of governing #pmlive	0
"How bad is that ""SLUT"" tattoo on her arse @justtattooofus"	1
"@ManiakkuCyrus ""I wanted a fucking drink, then you took away our leverage THEN shot the bartender. Way to go, Grandpa!"" She poured a pint"	1
You aren't yet ready to round up people to help you bring your... More for Virgo https://t.co/EDtPiSbcz1	0
"RT @deprive: ""I hate dogs"" bitch how?? https://t.co/17LZCJ2flH"	1
RT @NoPlug_60oke: Females that think like a nigga are dangerous...	1
Where I need to be all day today, your legs in the air &amp; my tongue making you purr &#128069; https://t.co/jVJmhdbVhU	1
RT @melaniingoddess: Me : I hate niggas &#129318;&#127998;‍♀️. My crush : no you need me. Me : https://t.co/zx1qpDhYeH	1
When Alpha couples argue it’s always a very loud and intimidating thing where they are both trying to make the other submit to them	0
I swear some people just make u mad as hell for no reason &#128548;	0
Come watch idiots play Forza Horizon 2 https://t.co/hYkheHUYXy	1
EastEnders spoiler: Mick Carter delivers a devastating bombshell... https://t.co/IWu6zuu5V4 #eastendersspoilers	0
one person followed me and 2 people unfollowed me // automatically checked by https://t.co/dfxcN6fu4W	0
Please RT #beauty #makeup This Disabled Activist Refuses to Be Fetishized by Men | Dispelling Beauty Myths |… https://t.co/GjcdVIn1iz	0
@bambiii26 @KINGCOOP478 Just go read any of the hundreds of threads, articles, and think pieces they've written in 24hrs	0
RT @luchotebuscan: I think my brain is already fucked up because i get angry at people just for them existence. https://t.co/9jykLCTWW2	1
Premium Microfiber Cleaning Mitts - 2 Large Ultra Plush Car Wash Mitts - with a Kids Wash Mitt so.. https://t.co/zysmsVDCOl	0
RT @PaguioSandrea: They call me drama queen. Atleast I'm a queen and dude you're just nothing but a fucking servant.	1
This is the White House actively executing Russian active measures against a former Trump opponent https://t.co/pFLYdo6f2F	0
I'm pleasantly surprised at EXO &amp; BTS fansites who have been posting beautiful picture of Tzuyu. I never knew she was so popular with them.&#128522;	0
Where's my 2️⃣ at though? Let's see what crazy shit I get myself into this year 2️⃣0️⃣&#127880;&#127882;&#128540; https://t.co/W27vZBlzcg	1
&#128588; YASSS It's time for a great show &#128142;❤DiamondHeartⓂ️:Good Morning https://t.co/RshhKAueZE https://t.co/bJHHgDLveQ	0
@SomeGirlClaire What really matters is that you accept you. I know things are rough right now and there isn't much… https://t.co/yvgvOWwsZF	0
@BreedOfChoice @ecshowapparel Don't let this season slide by-without breeding to THE SECRET PARDON-Owned… https://t.co/xez5HJZlAM	0
"So I was sitting on a table and some girl walked up to me and asked ""Do you have a condom I can borrow?"" Like yoooo you Fucking thot &#128514;&#128514;"	1
@Goibibo PNR number for flight booked from MNL-kochi PD7VFL. Do I need transit visa or something in malasiya?	0
RT @willis_cj: Done arguing tbh, either I'm eatin your pussy or you just gonna be mad &#129335;&#127997;‍♂️&#128514;	1
Driving to Banting, sharing real-time road info with wazers in my area. ETA 1:47 PM using @waze - Drive Social.	0
Drexel professor wanted to 'vomit' after service member given courtesy on plane https://t.co/CoC9P8PKDo Fire him now Drexel!	0
"""Horrible Story Of A Boy Who Turns Gently Into Stone Because Of Rare Condition Wherewith He Was Born https://t.co/oLgPTgFqHx"	0
this is a habit of the best kind thank you as always to @TheNealls &amp; gang for another great run last night on HFC and we got our direwolves!	0
Some of our lovely students are reharsing this week ready for their performance of 'Not In Our Name' this... https://t.co/bZSiBIjHLc	0
MT @simple0servant: Behold I give you power to tread on serpents &amp; scorpions. https://t.co/VslR82ojrY #RenewUS #PJNET	0
Is there an API available or planned to consume the scores of a test. Provide Test ID = get scores in JSON format?	0
Retweeted Benjamin Frankie (@suaviodadon): @Nelleyville &#127837; 4/18 https://t.co/byIFJGEpWX https://t.co/sW1GFgCXLf … https://t.co/XnPjDvvRx9	0
I've watched Kolo Toure dancing to the Yaya/Kolo song about 25 times now and it still hasn't got old &#128514;&#127808; #6inarow @celticfc	0
May 8, 1945. Two million people gathered in Times Square to celebrate the end of World War ll. https://t.co/Q2jYtBSFqo	0
RT @grantears: How about we fucking hire trans boys to play trans boys https://t.co/CYgKZnhWzC	0
"RT @NATEGAWD: That dude done fucked up by saying ""everything you want"" does he not realize just 1 liquid lipstick is gonna run hi…"	1
@VancouverArmada @CanadaSoccerEN @Paulbeirne Or is the approval up to the CSA? In which case can MLS pressure CSA somehow?	0
Metal Gear Solid recreated in LEGO Worlds is the game you didn’t know you needed https://t.co/8T4QG1wzgw https://t.co/oje79qjg9I	0
@BenjySarlin That's because he is so clueless! Stop giving him credit for a fucking brain!	1
@Celestial_Fart @moitoi Baby gremlin dva version of this would literally be the funniest thing of all time	0
One more long run then London. Better than recent runs, could still be better though @UKRunChat… https://t.co/Iv1qldKxFe	0
RT @13ReasonsTV: This fucked me up. https://t.co/a4MUKOb2S1	1
"Your mcm is a Sunni degenerate who whines about Trump's ""Islamophobia"" everyday but supports his attack on Syrian troops"	0
&amp;; And When the fuck is F is For Family Season 2 coming out ?!?!?	1
I'm so damn cold but ayyee look who I'm hanging out with https://t.co/o5soUjz5jR	0
Farmington Hills police warn drivers to avoid Halstead Rd btwn 13 /14 Mile due to road flooding. More: https://t.co/8QisEtZ1fO @WWJTraffic	0
"@Abhishek5476 Thanks for following. Here's your free video series from ""The Secret""s John Assaraf &#128512; https://t.co/n7kGkulPaC"	0
I think all my mangas are worth this bag. And thats like nearly 300 at this point&#128514; https://t.co/RjOiOPuwfL	0
Music therapy as a method for reducing #pain in Spine Surgery recovery #PLP #NeuroRehabilitation https://t.co/Gb1p4XImIg via @NatPainReport	0
RT @Mr1738: These idiots still use that lock/key analogy when it comes to men and women having sex.	1
@amieartpeace Yes. And the official WH statement blamed Obama too, even though at the time @RealDonaldTrump suppor… https://t.co/xbEXszgH2s	1
The Alt-Right Stunned After Their President Turns ‘Globalist’ https://t.co/IBkRCZilRV via @ringoffireradio	0
RT @ItsMeGrizz: Bad bitches don't take days off https://t.co/eazGi8KnNh	1
I gave myself a trim this morning and I fucked up so I'm wearing a bandana &#128557;	1
@KenMcAlpine @plalor I moved to Sydney 15 years ago from Melbourne and can confirm that before my move I didn't kno… https://t.co/6qr0Vv41BZ	0
You covet quality time spent with your circle of friends today... More for Cancer https://t.co/pgujE2d9gB	0
@doctormagic and knowing where your weaknesses are (getting lots of feedback!) - i.e. lots of SAQs if not good at t… https://t.co/fZMpXEqieS	0
@hbcurys17 lol, so I don't understand why folk have been aligned with them&#129335;&#127997;‍♀️lol #KyState_RYS17 #Howard_RYS17 #SCState_RYS17	0
The Soviets managed to accomplish total usurpation criminalization radicalization and grabbed under KGBists total mob monopolization	1
Wind 6.3 mph NE. Barometer 30.07 in, Falling slowly. Temperature 80.4 °F. Rain today 0.00 in. Humidity 43%	0
Fantastic writeup for a Hugely underrated bowler for his times. Credit has to go where it is due. https://t.co/1OW35Asb0C	0
Ball Control?....Camels goalie Alyssa Stumbaugh has touched the ball once on a kickback https://t.co/rKcaXg4dIu	0
@MattWalshBlog Question mr. Walsh. Just googled adoption. In 2014 670,000 kids spent time in foster care /1	0
@Tigu_El I first knew duck hunter whenever the neighbours start to play their games it'd mess up our TV, we start s… https://t.co/D02nuD50Cp	0
RT @rejection: taking naps is risky you either wake up refreshed or terribly lost and feeling like shit	1
RT @awsten: GET OUT WAS THE FUCKING CRAZIEST MOVIE I AM STRESSED AND SWEATING	1
It's crazy how my sister had class with Casey Anthony in HS, she went to colonial highschool .. Shits crazy how a person ends up	0
"&gt;&gt;#KOTOFREESTYLE&lt;&lt; @TheBoyIllinois Drops #NewHEAT ""I'm Home"" LISTEN NOW on @SoundCloud Produced by @thebakery115... https://t.co/mBL6WToCl3"	0
So now we know why DeVose was offered and accepted the Secretary of Education. Her Brother is a spy for Putin. &amp; a go between Trump &amp; Putin	0
RT @whotfislarry: you know you fucking up if George Bush calling you racist https://t.co/5zttM8ni3a	1
rigorously stirring her cookie with his fingers untill shes all sopping juicy with bliss https://t.co/bgTa5GtTr1	0
@verainstitute And who's paying for it ? Oh that's right tax payers I bust my ass everyday to earn a living and my… https://t.co/bDNayEgxlY	1
omg @gabbybeauty13 's car got towed on sunday from there too and they fucked her car up! she has to pay $350 to get… https://t.co/7owMM6SSFH	1
RT @13ReasonssTV: This fucked me up. https://t.co/PBjeSCcVVy	1
@GeekPride5 @ezrallxn @justhiccleague Don't worry about it! Do what you want, not these self entitled idiots	1
I'd watch the John Keller + David Skorton Q &amp; A/comedy act all night. Seriously funny, poignant, and so @uiowa https://t.co/DL2vy4NVQW	0
@ProjectMafia1DZ @radiodisney VINTE E NOVE HARRY KING #OneDirection #YouKnowYouLoveThem @radiodisney	0
Hi @Harry_Styles, you're the purest definition of love, you're my home. I love you more than words can explain. Mind following me? ♡ —16,608	0
@PrisonPlanet Kinda mainstream media tote the line don't worry we'll do the thinking , dangerously close to ,do what I tell you	0
im fucking over today and practically over tomorrow. someone wake me up when it's sunday.	1
RT @LouiseMensch: Look At This Fucking Asshole, Jared Kushner https://t.co/D8c6ge1oPY via @deadspin	1
Analysis: If March Madness Were About #MarchMadness #CollegeBasketball #SweetSixteen https://t.co/o0keG3fzWs https://t.co/wvkm12f43y	0
@TheShadyFacts Lady gaga sweetie i am so sorry that an ugly ass bitch would even sat that. Oh my god	1
@Terra_Nulius @wikileaks the anomaly was spotted because Trump sent staff to desperately dig and prove his stupid fucking tweet correct	1
Sometimes wish I could fast forward like a year and see how I end up ....and to get away from a few things from last year	0
Honestly everyone should take a break from their weekend to look through Bobby Hill GIFS. They're sublime. https://t.co/kdoYK6txHJ	0
Twelve of the arrestees had a conviction for driving under the influence, a crime that New York City Mayor Bill... https://t.co/fSWE21246p	0
never thought i'd related to a rich white woman wearing fur and drinking wine more expensive than my net worth but… https://t.co/TNpJ8S0GMo	0
RT @lGotTheSauce: BITCH MY SIMS ARE ABOUT TO BE STEPPING THE FUCK OUT!! https://t.co/SyfnWCsWci	1
n i rolled 2 nat 20's. i think i accidentally used up all my luck outside of the game n only nat 1's from now on	0
Shopping today? There are over 3000 retailers on GoRaise that allow you to raise funds for @MBFountain… https://t.co/m2SUn9daVE	0
@Entropists damn i have no idea,vwhat could it bee?! :c loll Devil ;)	1
RT @WilburnAubrey: I should get out of this weird funk &amp; just talk to people BUT how do I talk to someone w/o being so fucking awkward	1
I always want more dogs... But then I spend 600$ at the vet in 1 week &amp; I'm like nah I'm good with what I've got &#128517;	0
.@AlClunnie, International Man of Mystery, is on the @NBCoaches podcast! https://t.co/VFKhccRzUo #coaching https://t.co/YlifQWoaMf	0
#Detoit #Tigers No. 3 prospect RHP Beau Burrows will make the start vs. LHP @Gumbynation34 and the T-Yanks. Should be a good one. #Yankees	0
RT @drimiaslm: BUT YOURE THE BLOODY ONE WHO'S GIVING THE COLD REPLIES YOU FUCKIN PRICK https://t.co/ynLMZTmozv	1
@MSNBC 1/7/16 Powerful Union Pledges To Defy DHS, Help Immigrants Evade Authorities https://t.co/PA9BVTCtFX	0
SUGAR BEET YIELD AND QUALITY AS AFFACTED BY WATER REGIME BEFOR HARVEST, DENSITY AND SOME CULTIVARS IN… https://t.co/HGpTxgNVFM ReseachBib	0
Your to-do list is extensive today as you optimistically attem... More for Scorpio https://t.co/ooikiwMr25	0
OakBay has dubious distinction of being #8 in Cdn for highest rents &amp; least affordable rental housing https://t.co/HxCnAsdaMS @BethKrahn	0
im hella crazy about you damn wtf did you do to me	1
Here are 250 Ivy League courses you can take online right now for free https://t.co/RQwMJQh3qw https://t.co/92IqQmrYYl	0
Farewell to the Monkey Wrench Thank you Dennie Humphrey for all of the great memories at #wrench https://t.co/XgVLRFvntS	0
Fear of loosing n personal inability to pay fee .... so let govt. pay ! It is corruption sir ji ! https://t.co/HN3pe48i5v	0
a fucking 6 month difference,, https://t.co/0THm9hJbZo	1
The warships of USA + Southkorea make in the meantime actions in front of Kim Uns coast. https://t.co/YK58lQziVu	0
Once you turn into a hoe, always a hoe. Crazy ass &#128580;	0
This really made me laugh , caption: the spirit of @DrJoeAbah chasing the villagers FYI - nicked video from mandel &#128540;https://t.co/DDzzfd9tqY	0
RT @wilw: Idiot in Chief can't even stay in script when he's talking about bombing a country he refused to accept refugees from.	1
[CONT] detain these 'criminals.' Please beware the serious repercussions these gangsters will pursue upon you. https://t.co/wovkm5JHyp	1
@cwheeler0316 @Slickwilly224 @Childlikefaaith @RandPaul @PrisonPlanet It's pure intellectual laziness. It's easier… https://t.co/pMRTYtSalp	0
Cause I promise u when I'm almost famous She blow this thing, get wit it It's like that You're gonna love the joy I wanna	0
the cocaine, the dealer and the green light https://t.co/FPdy4DnF3E … … … … … … … … … … … … … …… … … … … … … ……………………… via @BunburyMail	0
My room is: CO2: 398ppm Pressure: 1016.67hPa Temperature: 19.50°C Humidity: 42.92% Luminosity: 0Lux 2017/04/02-21:22:28	0
RT @brysontlIler: blast the music until you can't feel a fucking thing	1
RT @TevinnJames: I should've never even fucked with you	1
The entire Trump Administration are just blatant liars. The truth is elusive with these people. Worst part, they know they're lying.	1
Learned how to shoot an arrow and use Photoshop, play dominoes as well as worked on vocabulary… https://t.co/GrFIpflAUC	0
Saturday night come fw my team &#128175; @MtgPookieFnRude @MJEMUSIC1 @DavidCageIII hit us for details and location https://t.co/ZcEHmxwhca	0
#KoreanRonaldo Son Heung Min is a fucking BALLER #Spurs #COYS	1
This shit was horrible my God https://t.co/S5Ma4bfbCJ	1
Not my favorite Tyler album but definitely his creative peak so far in my opinion. This shit was on non stop repeat when it came out.	0
@phieriee Aaaaaaaa I'm sorry I did a quick search to see if there were any photo tutorials/guides but I'm afraid not ;;;	0
RT @EiramAydni: Im a nasty ass freak when I like you..	1
Trump didn't forget to sign those executive orders. He walked out rather than answer a tough question. Unfit to be @POTUS	0
@BreweryOmmegang Happened to be drinking some Abbey Ale at the end of the work day. I didn't even know it was a holiday	0
St. Louis has a very boring #STLCards hashtag, but what in the hell does #ThatsCub even mean?	1
These Photos Of The U.S. Presidents When They Were Young Are A Rare Treasure https://t.co/K0YtSBIadv	0
Dreaming of Thailand by gregory29 https://t.co/U2PsyvCqJk #photography #beautiful https://t.co/Yy4GOIxrZZ	0
12 things to know about the hardliner who runs India's Uttar Pradesh - TRT World https://t.co/ORIRhXawNq #indianews	0
Simon of Cyrene and Mary McLeod Bethune: A Lenten Reflection | General Board of Church &amp; Society https://t.co/jggxppCIHq	0
RT @iamwilliewill: This what happens when you separate yo self from niggas who don't eat they food cold. You FLOURISH... https://t.co/FzTIA…	1
Destruction of our country by a bloviating idiot is perhaps just desserts for coddling bigotry for hundreds of years. Can we still save it?	1
Psychologist Philip Zimbardo of the Stanford Prison Experiment: Trump is a fucking loon (shorter version)… https://t.co/rV7PJI2snD	1
Curated &amp; Selected: When U ask a screenwriter, publisher, or stranger to read your book: Reading Time 3min 2sec… https://t.co/vyfpH2C6vB	0
@ucas_online hi I accepted a uni as a firm to make it unconditional but also chose an insurance, will that affect my unconditional choice?	0
RT @ohannah69: Hani fucking warned us about these thieving ANC Cunts 20 years ago. #Downgraded #LuthuliHouse #Zuma #junkstatus…	0
@jaredthecoder @PyOhio @PyGotham @jonafato @jessejiryudavis I'm sure they'll have you in deep before you know it!	0
#earthtremor #earthquake in pta, but first things first. Ziright I girls? &#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514; https://t.co/vR41bM7t8r	0
@JoshYTsui I don't eat too many pre-made frozen food packets, but every one that I have eaten is horrible except for this.	0
Don't even align idiot trump with the Italians. Even though it's thru The mafioso. trump is NOT close to an Italian… https://t.co/DAKz7mWreh	1
if so how fucking sad that your adc has become fucking Mash	1
why haven't they taken twitter from you, you fucking illiterate orange https://t.co/tLJDXRz1te	1
RT @majhmillie: I don't want nobody &#128514; I'm just fucking with everybody head	1
The FUTURE is NOW! Limitless Pill Floods Wall Street &amp; Sillicon Valley. It`s Unbelievable - https://t.co/eJlMsTPPVq https://t.co/WyTxN9UDY3	0
The only typo I've found in &gt;120 hours of game play GOOD JOB @CDPROJEKTRED #PS4share #Witcher3 https://t.co/ARPfzzg6MJ	0
SLIPPIN MY FAITH UNTIL I FALL YOU NEVER RETURNED THAT CAAAAAAAAALL WOMAN OPEN THE DOOR DONT LET IT STING I WANNA BREATHE THAT FIRE AGAIN	0
@SkyNews Of course, Sky are the type of non-evil, trustworthy news providers who would never misrepresent facts to… https://t.co/umYbhVmDXI	0
@w_m_jay @tonyising I was at the fan forum where they revealed it and I'm still not 100% sure. Sounded like they we… https://t.co/2J9H7tP2yS	0
"RT @GoonyyB: ""He sounds like a fucking platipus"" @WFentonn"	1
@MoneySavingExp have a H2B ISA but saving £500/mth extra in online savers acct 0.02% interest. Recommendations for elsewhere to save £500?	0
Although you're a natural when it comes to keeping busy, somet... More for Gemini https://t.co/P0Jje6iqoy	0
at this moment daniel knew he fucked up https://t.co/r0DFMjKD4J	1
I liked a @YouTube video https://t.co/2BHG8PP8rz Crossfire, Part III (Feat. Saba, Ravyn Lenae, The O'My's &amp; J.P. Floyd)	0
#Regram from elf_of_sapphire at la_cosplayshootout in Griffith Park in Los Angeles, California,… https://t.co/ewo5vnVYjl	0
Shoutout to @ZoeBug80 for being a bad ass bitch. You're a fucking gem and deserve the world.	1
Construction gets underway on Malahat Village safety improvements ( &gt; 65% of corridor will be median divided) https://t.co/DJat4tqKLc	0
I'm tempted to post a rly embarrassing video I took at the concert where I scream like an idiot sjdjsjf	1
Republic of Ireland women's football team threaten strike over FAI treatment https://t.co/eO66WqlvYp https://t.co/lQkooyxiGr	0
Studying to creating cause I fucking hate school. https://t.co/pUMY4xFixd	1
SORRY TO INTERRUPT BUT I AM CARRYING THIS SODA AROUND JUST IN CASE THE WORLD WILL END IF IT TOUCHES ANYTHING BESIDES MY HAND	0
@OldRifleman @citizennial @XCrvene @NegativeNubalt2 @Goon_Boy @Allocutus @Cameron18518337 @DannyaleW… https://t.co/0l6kcG9XOq	0
Argentine abuse priest moved to Genoa - Transfer 'not enough' says victims' group https://t.co/Yy9Rs5n1ak	0
nobody gave me shit, I worked for everything that I already have and still working towards the things I want.	1
@cloudyceiling I think I kinda sped read thru Sankaku n my memories are blurry but it's kinda depressing...? And very smutty wow	0
"How can I help if she doesn't even try to explain what's ""the help"" she need &amp; let me translate her needs from screenshot of WhatsApp convo?"	0
To be what we are, and to become what we are capable of becoming, is the only end of life. #DTBYStillTheOne	0
@walkenstein @KAngelli @BonnieEngstrom @jennaguizar @Chines For his funeral, I flew to check out Villanova Universi… https://t.co/RVxf2bTvAy	0
@Gabe_Bocook in between showing me dick pics and eye fucking strangers https://t.co/o8w6IwSdpU	1
@AlexMohajer @kthalps @Millennial_Pess @cranstonl1972 Of course she's a warmonger. Here's where she instigated a bl… https://t.co/aH48x4rPdY	0
Romantic Notions: News in Romance Novels &amp; Publishing is out! https://t.co/Dtjjuy5psT Stories via @ATL_BookBlog @ecocat @mischievously	0
@BostonGlobe BIRDS OF THE SAME FEATHER, FLOCK TOGETHER, I'M JUST GLAD THAT O'REILY'S HOLD CARD HAS BEEN PEEPED	0
Fire Senator Castro. Or at least yell at her with your free speech for being stupid. But then again she's going t… https://t.co/wFMtBe1dFm	1
Are you looking for employment next year?! Campus Rec is looking to hire IM Officials and Group Fitness... https://t.co/lx0PYaSXb1	0
"@SelenaGotMeLike No one in particular, I saw a tweet before saying ""talent is based on sales so deal with that"""	0
@krissmas_eve Would you guys like it if I drew the other dragons? I kinda just want to draw a set of them	0
@JoyAnnReid .@realDonaldTrump Hey! Way to ensure that NO ONE wants to visit us. Tourism will be down in 2017 and it will be 100% your fault.	1
.@SenAngusKing, the Senate should be a check on POTUS. Don’t change the rules for @realdonaldtrump. #ResistGorsuch https://t.co/KOb6OGK9vQ	0
@StardustSushi NO i got harassed because i called out yoi and all the Shit that comes with it LOL literally just ta… https://t.co/ee5mg4vpIY	1
RT @sevans1k: i hate school with a passion , but a nigga got goals ..	1
Anyone else remember this? Lol it was taken at my old high school @phs_tritons @pacificatritons https://t.co/rlx8c3OMrw	0
Well with one character sketch done, it's time for the next one to be worked on #newartist… https://t.co/4OXnTYA72O	0
@_metafizik @realDonaldTrump He will retaliate against them this coming weekend from #Florida https://t.co/d7CulParNf	0
RT @crunkboy713: lying on your bank is worst than lying on your dick	1
RT @_realtee: I hate bougie bitches like turn up hoe &#128580;	1
I need to find a hooker who will do anything for 50 bucks.. I have 2 papers and an online exam due by tomorrow	1
RT @doubtinggaurav: I am an idiot who doesn't understand what illegal means and I get paid for writing nonsense - @VichitraAmar https://t.c…	0
What a beautiful day for a #TrafficJam. Instead of being upset that my country which hosts the… https://t.co/vmnrDQw1KO	0
"RT @TruthFeedNews: Idiot Hollywood Comedian Accuses Trump of Committing ""Mass Murder"" After Airstrikes https://t.co/SzKmjHPmol #maga #trump…"	0
@ijustine @Zedd Can we just talk about that Taylor Swift sign...she doesn't need it&#128581; https://t.co/iKAeGSdLis	0
#NP Live: Justin Timberlake - CAN'T STOP THE FEELING (Tripping Nationz Remix) - Now @ https://t.co/qinNCgs5SD #NowPlaying #Music	0
RT @Jamiestewart123: Just dropped ma phone in mayonnaise fucking hellmann&#128514;&#128514;	1
RT @SpeakComedy: nobody fucking helps me in this house https://t.co/4AieD3EC5J	1
"""Love has reasons which reason cannot understand- Blaise Pascal"" All Rights Reserved (c) 2017… https://t.co/2fIVyVoWgT"	0
one person followed me and one person unfollowed me // automatically checked by https://t.co/U8dhLUne66	0
Attorneys for paving crew tell Dunwoody they WON'T fix Mt Vernon Rd potholes since moron city official insisted doing the job the wrong way	0
DAY 32: Pray for a SAT-7 series that offers first aid skills to refugees who cannot access healthcare… https://t.co/T6YjuBHgaQ	0
Someone keeps ringing me on no caller i.d &amp; keeping quiet, who even still does that shit. Low key scared though &#128514;	0
"""There's only now, there's only here. Give in to love or live in fear. No other path, no other way. No day but toda… https://t.co/VDXr8hbIOW"	0
"RT @candaceannetta: “@_GodBlessJAY: ""@AintUGio: When Ya EX a CRAZY BITCH &#128561;&#128561; https://t.co/vR3543AS2v"" @mookxo” &#128553;&#128514;&#128514;&#128514;&#128514;"	1
Chuck Schumer &amp; Nancy Pelosi are not listening to Rahm Emanuel's advise? They keep throwing 2 yr old's trantrums. https://t.co/3ewN0PGbpt	0
STOP POSTING ALL THESE DELICIOUS FOODS, MYSTERIOUS DRINKS, SNACKS AND OTHER TASTY FOODS AND NOT TELLING US THE LOCATION #itstopstoday ❗️❗️&#128580;	0
RT @NastyNa215: Bad bitch she a savage take her to the mall and buy her something &#128517;	1
Palmer: People expect me to be blown away by Hulkenberg at Renault https://t.co/T0mw9DdeeB https://t.co/DsIqb1ZPqs	0
RT @KisaMFC: For fucking perverts &#128567; ⬇⬇ #fetish #diaper #kinky #sissy #dirty #idiot #sub #slave #asshole #whore…	1
RT @cylasharae: &amp; if you hate me over a nigga I feel sorry for u	1
@Eagle2413Ken @PrisonPlanet @anthonycasey2 You believe in God. You're an idiot	1
@BreitbartNews My guess is that they're talking about #POTUS ravaging Obama's idiotic climate agenda, #Hehehehe	1
I already have Master Exit and Master Phoenix so thats why its 20 Magic and 15 Summon, not 21 and 16 respectively	0
Dolphin wall clock. Large wall clock, Wall clock, Laser Cut, Wood, Wall, Art, Decor, Clock..… https://t.co/07IoGyO370	0
RT @nolimitcoco: You're stupid as fuck for not realizing THAT YOU HAD ME.	1
For Gundlach, These Are The Three Key Charts To Watch https://t.co/CIcBmINQ4u #TheZeroHedge https://t.co/5mJYRtDqSb	0
"""If I find in myself desires which nothing in this world can satisfy the only logical explanation is I was made for another world"""	0
What a morning!! Amazing views from Glide HQ today! We hope everyone enjoys their Monday! #MotivationMonday https://t.co/sp9mwukRwD	1
Work is boring but life is life can't waste just by sitting on your ass on the couch #truestory	1
